Architektura wnętrz;"Uniwersytet Artystyczny w Poznaniu; Wydział Architektury Wnętrz i Scenografii"
Architektura wnętrz;"Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Budownictwa, Architektury i Inżynierii Środowiska"
Archiwistyka i zarządzanie dokumentacją;"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Nauk Historycznych"
Artes liberales;"Uniwersytet Warszawski; Wydział ""Artes Liberales""
Uniwersytet Warszawski; Wydział Dziennikarstwa i Nauk Politycznych
Uniwersytet Warszawski; Wydział Filozofii i Socjologii
Uniwersytet Warszawski; Wydział Geografii i Studiów Regionalnych
Uniwersytet Warszawski; Wydział Historyczny
Uniwersytet Warszawski; Wydział Nauk Ekonomicznych
Uniwersytet Warszawski; Wydział Neofilologii
Uniwersytet Warszawski; Wydział Orientalistyczny
Uniwersytet Warszawski; Wydział Pedagogiczny
Uniwersytet Warszawski; Wydział Polonistyki
Uniwersytet Warszawski; Wydział Prawa i Administracji
Uniwersytet Warszawski; Wydział Psychologii"
Astronomia;"Uniwersytet Jagielloński w Krakowie; Wydział Fizyki, Astronomii i Informatyki Stosowanej"
Astronomia;"Uniwersytet Wrocławski; Wydział Fizyki i Astronomii"
Astronomia;"Uniwersytet Warszawski; Wydział Fizyki"
Astronomia;"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Fizyki, Astronomii i Informatyki Stosowanej"
Astronomia;"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Fizyki"
Automatyka i robotyka;"Politechnika Łódzka; Wydział Mechaniczny"
Automatyka i robotyka;"Politechnika Łódzka; Wydział Elektrotechniki, Elektroniki, Informatyki i Automatyki"
Automatyka i robotyka;"Uniwersytet Zielonogórski; Wydział Elektrotechniki, Informatyki i Telekomunikacji"
Automatyka i robotyka;"Politechnika Poznańska; Wydział Elektryczny"
Automatyka i robotyka;"Politechnika Wrocławska; Wydział Elektroniki"
Automatyka i robotyka;"Politechnika Poznańska; Wydział Informatyki"
Automatyka i robotyka;"Politechnika Wrocławska; Wydział Mechaniczny"
Automatyka i robotyka;"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Automatyka i robotyka;"Politechnika Śląska; Wydział Mechaniczny Technologiczny"
Automatyka i robotyka;"Politechnika Wrocławska; Wydział Elektryczny"
Automatyka i robotyka;"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Inżynierii Mechanicznej i Robotyki"
Automatyka i robotyka;"Politechnika Białostocka; Wydział Mechaniczny"
Automatyka i robotyka;"Politechnika Krakowska im. Tadeusza Kościuszki; Wydział Mechaniczny"
Automatyka i robotyka;"Politechnika Opolska; Wydział Elektrotechniki, Automatyki i Informatyki"
Automatyka i robotyka;"Politechnika Gdańska; Wydział Elektrotechniki i Automatyki"
Automatyka i robotyka;"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydział Elektryczny"
Automatyka i robotyka;"Politechnika Świętokrzyska w Kielcach; Wydział Mechatroniki i Budowy Maszyn"
Automatyka i robotyka;"Politechnika Warszawska; Wydział Elektroniki i Technik Informacyjnych"
Automatyka i robotyka;"Politechnika Warszawska; Wydział Elektryczny"
Automatyka i robotyka;"Politechnika Warszawska; Wydział Inżynierii Produkcji"
Automatyka i robotyka;"Politechnika Warszawska; Wydział Mechaniczny Energetyki i Lotnictwa"
Automatyka i robotyka;"Politechnika Warszawska; Wydział Mechatroniki"
Automatyka i robotyka;"Politechnika Gdańska; Wydział Elektroniki, Telekomunikacji i Informatyki"
Automatyka i robotyka;"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie; Wydział Elektrotechniki, Automatyki, Informatyki i Inżynierii Biomedycznej"
Badania i analizy społeczne;Szkoła Główna Handlowa w Warszawie
Bałkanistyka;"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Filologii Polskiej i Klasycznej"
Behawiorystyka zwierząt;"Uniwersytet Przyrodniczy w Lublinie; Wydział Biologii i Hodowli Zwierząt"
Bezpieczeństwo i higiena pracy;"Uniwersytet Przyrodniczy w Lublinie; Wydział Biologii i Hodowli Zwierząt"
bezpieczeństwo międzynarodowe;"Uniwersytet Wrocławski; Wydział Nauk Społecznych"
Bezpieczeństwo narodowe;"Uniwersytet Zielonogórski; Wydział Ekonomii i Zarządzania"
Bezpieczeństwo narodowe;"Wyższa Szkoła Informatyki, Zarządzania i Administracji w Warszawie; Wydział Nauk Społecznych i Administracji"
Bezpieczeństwo narodowe;"Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydział Dowodzenia i Operacji Morskich"
Bezpieczeństwo narodowe;"Akademia Obrony Narodowej; Wydział Bezpieczeństwa Narodowego"
Bezpieczeństwo narodowe;"Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Humanistyczny"
Bezpieczeństwo narodowe;"Wyższa Szkoła Oficerska Sił Powietrznych; Wydział Bezpieczeństwa Narodowego i Logistyki"
Bezpieczeństwo narodowe;"Wyższa Szkoła Oficerska Wojsk Lądowych imienia generała Tadeusza Kościuszki; Wydział Nauk o Bezpieczeństwie"
Bezpieczeństwo narodowe;"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego; Wydział Cybernetyki"
Bezpieczeństwo narodowe;"Uniwersytet Szczeciński; Wydział Humanistyczny"
Bezpieczeństwo narodowe;"Uniwersytet Jagielloński w Krakowie; Wydział Studiów Międzynarodowych i Politycznych"
Bezpieczeństwo narodowe;"Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie; Wydział Nauk Społecznych"
Bezpieczeństwo narodowe;"Wyższa Szkoła Bezpieczeństwa i Ochrony im. Marszałka Józefa Piłsudskiego w Warszawie; Wydział Bezpieczeństwa"
Bezpieczeństwo narodowe;"Wyższa Szkoła Bezpieczeństwa w Poznaniu; Wydział Studiów Społecznych w Poznaniu"
Bezpieczeństwo narodowe;"Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Nauk Społecznych"
Bezpieczeństwo narodowe;"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydział Humanistyczny"
Bezpieczeństwo narodowe;"Państwowa Szkoła Wyższa im. Papieża Jana Pawła II w Białej Podlaskiej; Wydział Nauk Ekonomicznych i Technicznych"
Bezpieczeństwo narodowe;"Wyższa Szkoła Biznesu w Dąbrowie Górniczej; Wydział Zarządzania, Informatyki i Nauk Społecznych"
Bezpieczeństwo wewnętrzne;"Uniwersytet Marii Curie-Skłodowskiej w Lublinie; Wydział Prawa i Administracji"
Bezpieczeństwo wewnętrzne;"Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydział Dowodzenia i Operacji Morskich"
Bezpieczeństwo wewnętrzne;"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydział Humanistyczny"
Bezpieczeństwo wewnętrzne;"Uniwersytet Warszawski; Wydział Dziennikarstwa i Nauk Politycznych"
Bezpieczeństwo wewnętrzne;"Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Prawa i Administracji"
Bezpieczeństwo wewnętrzne;"Wyższa Szkoła Gospodarki Euroregionalnej im. Alcide De Gasperi w Józefowie; Wydział Nauk Społecznych"
Bezpieczeństwo wewnętrzne;"Wyższa Szkoła Policji w Szczytnie; Wydział Bezpieczeństwa Wewnętrznego"
Bezpieczeństwo wewnętrzne;"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Politologii i Studiów Międzynarodowych"
Bezpieczeństwo wewnętrzne;"Uniwersytet Szczeciński; Wydział Humanistyczny"
Bezpieczeństwo wewnętrzne;"Akademia Obrony Narodowej; Wydział Bezpieczeństwa Narodowego"
Bezpieczeństwo wewnętrzne;"Szczecińska Szkoła Wyższa Collegium Balticum w Szczecinie; Wydział Nauk Humanistycznych i Społecznych"
